scientificNameCBRO2021,scientificNameOriginal,category,scale,year,source,link
Formicivora iheringi,"Formicivora ihering Hellmayr, 1909",VU,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Myrmoderus ruficauda,"Myrmeciza ruficauda (Wied, 1831)",CR(PE),MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Myrmotherula minor,"Myrmotherula minor Salvadori, 1864",VU,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Myrmotherula urosticta,"Myrmotherula urosticta (Sclater, 1857)",VU,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Xiphocolaptes falcirostris franciscanus,"Xiphocolaptes falcirostris franciscanus Snethalage, 1927",EN,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Asthenes luizae,"Asthenes luziae Vielliard, 1990",VU,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Geositta poeciloptera,"Geobates pocilopterus (Wied, 1830)",VU,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Megaxenops parnaguae,"Megaxenops parnaguae Reiser, 1905",VU,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Thripophaga macroura,"Thripophaga macroura (Wied, 1821)",VU,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Campephilus robustus,"Campephilus robustus (Lichtenstein, 1819)",EN,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Pteroglossus bailloni,"Baillonius bailloni (Vieillot, 1819)",VU,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Jacamaralcyon tridactyla,"Jacamaralcyon tridactyla (Vieillot, 1817)",VU,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Hydropsalis forcipata,"Macropsalis creagra (Bonaparte, 1850)",VU,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Neomorphus geoffroyi,"Neomorphus geoffroyi dulcis Snethlage, 1927",EN,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Amazona rhodocorytha,"Amazona rhodochoryta (Salvadori, 1890)",CR,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Amazona vinacea,"Amazona vinacea (Kuhl, 1820)",EN,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Alipiopsitta xanthops,"Amazona xanthops (Spix, 1824)",VU,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Anodorhynchus hyacinthinus,"Anodorhynchus hyacinthinus (Latham, 1720)",CR,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
