scientificNameCBRO2021,scientificNameOriginal,category,scale,year,source,link
Ara ararauna,"Ara ararauna (Linnaeus, 1758)",VU,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Ara chloropterus,"Ara chloroptera Gray, 1859",EN,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Pionopsitta pileata,"Pionopsitta pileata Scopoli, 1769",EN,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Pyrrhura cruentata,"Pyrrhura cruentata (Wied, 1820)",EN,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Pyrrhura leucotis,"Pyrrhura leucotis (Kuhl, 1820)",EN,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Touit melanonotus,"Touit melanonota (Wied, 1818)",VU,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Triclaria malachitacea,"Triclaria malachitacea (Spix, 1824)",EN,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Paraclaravis geoffroyi,"Claravis godefrida (Temminick, 1811)",CR,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Crypturellus variegatus,"Crypturellus variegatus (Gmelin, 1789)",EN,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Nothura minor,"Nothura minor (Spix, 1825)",VU,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Taoniscus nanus,"Taoniscus nanus (Temminck, 1815)",VU,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Tinamus solitarius,"Tinamus solitarius (Vieillot, 1819)",CR,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
Rhea americana,"Rhea americana (linnaeus, 1758)",VU,MG,1995,"DELIBERAÇÃO COPAM Nº 041, DE 20 DE DEZEMBRO DE 1995",https://sogi8.sogi.com.br/Manager/texto/arquivo/exibir/arquivo?eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9AFFIjAvNzYyMy9TR19SZXF1aXNpdG9fTGVnYWxfVGV4dG8vMC8wL0RPQ1VNRU5UTyAxLnBkZi8wLzAiAFF88h2Tc4b1DKWJNbLt4T-ulh5Q08zPKLIvrKJD0RQT9U
