scientificNameCBRO2021,scientificNameOriginal,category,scale,year,source,link
Conopophaga melanops nigrifrons,"Conopophaga melanops nigrifrons Pinto, 1954",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Grallaria varia distincta,"Grallaria varia distincta Todd, 1927",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Grallaria varia intercedens,"Grallaria varia intercedens Berlepsch & Leverkühn,1890",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Hylopezus paraensis,"Hylopezus paraensis Snethlage, 1910",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Eleoscytalopus psychopompus,"Eleoscytalopus psychopompus (Teixeira & Carnevalli,1989)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Merulaxis stresemanni,"Merulaxis stresemanni Sick, 1960",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Scytalopus diamantinensis,"Scytalopus diamantinensis Bornschein, Maurício, Belmonte-Lopes, Mata & Bonato, 2007",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Scytalopus gonzagai,"Scytalopus gonzagai Maurício, Belmonte-Lopes, Pacheco,Silveira, Whitney & Bornschein 2014",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Scytalopus iraiensis,"Scytalopus iraiensis Bornschein, Reinert & Pichorim,1998",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Scytalopus novacapitalis,"Scytalopus novacapitalis Sick, 1958",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Chamaeza nobilis fulvipectus,"Chamaeza nobilis fulvipectus Todd, 1927",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Sclerurus macconnelli bahiae,"Sclerurus macconnelli bahiae Chubb, 1919",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Sclerurus caudacutus caligineus,"Sclerurus caudacutus caligineus Pinto, 1954",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Sclerurus caudacutus umbretta,"Sclerurus caudacutus umbretta (Lichtenstein, 1823)",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Sclerurus cearensis,"Sclerurus cearensis Snethlage, 1924",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Geositta poeciloptera,"Geositta poeciloptera (Wied, 1830)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Dendrocincla taunayi,"Dendrocincla taunayi Pinto, 1939",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Dendrocincla merula badia,"Dendrocincla merula badia Zimmer, 1934",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Xiphorhynchus atlanticus,"Xiphorhynchus atlanticus (Cory, 1916)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Xiphorhynchus guttatoides gracilirostris,"Xiphorhynchus guttatus gracilirostris Pinto & Camargo,1957",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Campylorhamphus cardosoi,"Campylorhamphus cardosoi Portes, Aleixo, Zimmer,Whittaker, Weckstein, Gonzaga, Ribas, Bates & Lees,2013",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Campylorhamphus multostriatus,"Campylorhamphus multostriatus (Snethlage, 1907)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Campylorhamphus trochilirostris trochilirostris,"Campylorhamphus trochilirostris trochilirostris (Lichtenstein, 1820)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Lepidocolaptes wagleri,"Lepidocolaptes wagleri (Spix, 1824)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Dendrexetastes paraensis,"Dendrexetastes rufigula paraensis Lorenz, 1895",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Dendrocolaptes retentus,"Dendrocolaptes retentus Batista, Aleixo, Vallinoto, Azevedo, Rêgo, Silveira, Sampaio & Schneider, 2013",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Dendrocolaptes medius,"Dendrocolaptes medius Todd, 1920",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Dendrocolaptes transfasciatus,"Dendrocolaptes picumnus transfasciatus Todd, 1925",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Xiphocolaptes carajaensis,"Xiphocolaptes carajaensis Silva, Novaes & Oren, 2002",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Xiphocolaptes falcirostris,"Xiphocolaptes falcirostris (Spix, 1824)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Hylexetastes uniformis brigidai,"Hylexetastes brigidai Silva, Novaes & Oren, 1996",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Xenops minutus alagoanus,"Xenops minutus alagoanus Pinto, 1954",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Acrobatornis fonsecai,"Acrobatornis fonsecai Pacheco, Whitney & Gonzaga,1996",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Asthenes hudsoni,"Asthenes hudsoni (Sclater, 1874)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Automolus lammi,"Automolus lammi Zimmer, 1947",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Coryphistera alaudina,"Coryphistera alaudina Burmeister, 1860",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Leptasthenura platensis,"Leptasthenura platensis Reichenbach, 1853",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Pseudoseisura lophotes,"Pseudoseisura lophotes (Reichenbach, 1853)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Synallaxis infuscata,"Synallaxis infuscata Pinto, 1950",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Synallaxis kollari,"Synallaxis kollari Pelzeln, 1856",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Cranioleuca muelleri,"Cranioleuca muelleri (Hellmayr, 1911)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Thripophaga macroura,"Thripophaga macroura (Wied, 1821)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Cinclodes espinhacensis,"Cinclodes espinhacensis Freitas, Chaves, Costa, Santos &Rodrigues, 2012",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Neopelma aurifrons,"Neopelma aurifrons (Wied, 1831)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Lepidothrix vilasboasi,"Lepidothrix vilasboasi (Sick, 1959)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Lepidothrix iris,"Lepidothrix iris (Schinz, 1851)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Lepidothrix iris iris,"Lepidothrix iris iris (Schinz, 1851)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Antilophia bokermanni,"Antilophia bokermanni Coelho & Silva, 1998",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Schiffornis turdina intermedia,"Schiffornis turdina intermedia Pinto, 1954",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Iodopleura pipra,"Iodopleura pipra (Lesson, 1831)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Iodopleura pipra leucopygia,"Iodopleura pipra leucopygia Salvin, 1885",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Iodopleura pipra pipra,"Iodopleura pipra pipra (Lesson, 1831)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Carpornis melanocephala,"Carpornis melanocephala (Wied, 1820)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Lipaugus conditus,"Tijuca condita Snow, 1980",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Xipholena atropurpurea,"Xipholena atropurpurea (Wied, 1820)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Procnias albus,"Procnias albus wallacei Oren & Novaes, 1985",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Cotinga maculata,"Cotinga maculata (Statius Muller, 1776)",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Piprites chloris grisescens,"Piprites chloris grisescens Novaes, 1964",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Calyptura cristata,"Calyptura cristata (Vieillot, 1818)",CR(PE),Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Phylloscartes beckeri,"Phylloscartes beckeri Gonzaga & Pacheco, 1995",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Phylloscartes ceciliae,"Phylloscartes ceciliae Teixeira, 1987",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Phylloscartes roquettei,"Phylloscartes roquettei Snethlage, 1928",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Hemitriccus furcatus,"Hemitriccus furcatus (Lafresnaye, 1846)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Hemitriccus griseipectus naumburgae,"Hemitriccus griseipectus naumburgae (Zimmer, 1945)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Hemitriccus kaempferi,"Hemitriccus kaempferi (Zimmer, 1953)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Hemitriccus mirandae,"Hemitriccus mirandae (Snethlage, 1925)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Stigmatura napensis napensis,"Stigmatura napensis napensis Chapman, 1926",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Elaenia ridleyana,"Elaenia ridleyana Sharpe, 1888",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Alectrurus tricolor,"Alectrurus tricolor (Vieillot, 1816)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Platyrinchus mystaceus niveigularis,"Platyrinchus mystaceus niveigularis Pinto, 1954",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Serpophaga hypoleuca pallida,"Serpophaga hypoleuca pallida Snethlage, 1907",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Attila spadiceus uropygiatus,"Attila spadiceus uropygiatus (Wied, 1831)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Heteroxolmis dominicanus,"Xolmis dominicanus (Vieillot, 1823)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Vireo gracilirostris,"Vireo gracilirostris Sharpe, 1890",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Tunchiornis ochraceiceps rubrifrons,"Hylophilus ochraceiceps rubrifrons Sclater & Salvin,1867",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Cyanocorax hafferi,"Cyanocorax hafferi Cohn-Haft, Santos-Júnior, Fernandes& Ribas, 2013",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Cichlopsis leucogenys,"Cichlopsis leucogenys Cabanis, 1851",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Anthus nattereri,"Anthus nattereri Sclater, 1878",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Arremonops conirostris,"Arremonops conirostris (Bonaparte, 1850)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Anumara forbesi,"Curaeus forbesi (Sclater, 1886)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Xanthopsar flavus,"Xanthopsar flavus (Gmelin, 1788)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Conothraupis mesoleuca,"Conothraupis mesoleuca (Berlioz, 1939)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Coryphaspiza melanotis,"Coryphaspiza melanotis (Temminck, 1822)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Gubernatrix cristata,"Gubernatrix cristata (Vieillot, 1817)",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Nemosia rourei,"Nemosia rourei Cabanis, 1870",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Stilpnia peruviana,"Tangara peruviana (Desmarest, 1806)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Tangara cyanocephala cearensis,"Tangara cyanocephala cearensis Cory, 1916",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Tangara fastuosa,"Tangara fastuosa (Lesson, 1831)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Tangara velia signata,"Tangara velia signata (Hellmayr, 1905)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Sporophila beltoni,"Sporophila beltoni Repenning & Fontana, 2013",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Sporophila falcirostris,"Sporophila falcirostris (Temminck, 1820)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Sporophila frontalis,"Sporophila frontalis (Verreaux, 1869)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Sporophila hypoxantha,"Sporophila hypoxantha Cabanis, 1851",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Sporophila maximiliani,"Sporophila maximiliani Cabanis, 1851",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Sporophila melanogaster,"Sporophila melanogaster (Pelzeln, 1870)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Sporophila nigrorufa,"Sporophila nigrorufa (d'Orbigny & Lafresnaye, 1837)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Sporophila palustris,"Sporophila palustris (Barrows, 1883)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Sporophila ruficollis,"Sporophila ruficollis Cabanis, 1851",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Caryothraustes brasiliensis,"Caryothraustes canadensis frontalis (Hellmayr, 1905)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Spinus yarrellii,"Sporagra yarrellii (Audubon, 1839)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Numenius borealis,"Numenius borealis (Forster, 1772)",RE,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Glaucidium mooreorum,"Glaucidium mooreorum Silva, Coelho & Gonzaga, 2002",EX,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Anodorhynchus glaucus,"Anodorhynchus glaucus (Vieillot, 1816)",RE,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Philydor novaesi,"Philydor novaesi Teixeira & Gonzaga, 1983",EX,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Cichlocolaptes mazarbarnetti,"Cichlocolaptes mazarbarnetti Mazar-Barnett &Buzzetti, 2014",EX,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Leistes defilippii,"Sturnella defilippii (Bonaparte, 1850)",RE,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
