scientificNameCBRO2021,scientificNameOriginal,category,scale,year,source,link
Pauxi mitu,"Pauxi mitu (Linnaeus, 1766)",EW,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Odontophorus capueira plumbeicollis,"Odontophorus capueira plumbeicollis Cory, 1915",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Diomedea dabbenena,"Diomedea dabbenena Mathews, 1929",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Diomedea epomophora,"Diomedea epomophora Lesson, 1825",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Diomedea exulans,"Diomedea exulans Linnaeus, 1758",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Diomedea sanfordi,"Diomedea sanfordi Murphy, 1917",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Thalassarche chlororhynchos,"Thalassarche chlororhynchos (Gmelin, 1789)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Procellaria aequinoctialis,"Procellaria aequinoctialis Linnaeus, 1758",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Procellaria conspicillata,"Procellaria conspicillata Gould, 1844",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Pterodroma arminjoniana,"Pterodroma arminjoniana (Giglioli & Salvatori, 1869)",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Pterodroma deserta,"Pterodroma deserta Mathews, 1934",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Pterodroma incerta,"Pterodroma incerta (Schlegel, 1863)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Pterodroma madeira,"Pterodroma madeira Mathews, 1934",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Puffinus lherminieri,"Puffinus lherminieri Lesson, 1839",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Phaethon aethereus,"Phaethon aethereus Linnaeus, 1758",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Phaethon lepturus,"Phaethon lepturus Daudin, 1802",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Fregata trinitatis,"Fregata ariel (Gray, 1845)",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Fregata minor,"Fregata minor (Gmelin, 1789)",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Sula sula,"Sula sula (Linnaeus, 1766)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Tigrisoma fasciatum,"Tigrisoma fasciatum (Such, 1825)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Amadonastur lacernulatus,"Amadonastur lacernulatus (Temminck, 1827)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Leptodon forbesi,"Leptodon forbesi (Swann, 1922)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Morphnus guianensis,"Morphnus guianensis (Daudin, 1800)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Harpia harpyja,"Harpia harpyja (Linnaeus, 1758)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Urubitinga coronata,"Urubitinga coronata (Vieillot, 1817)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Circus cinereus,"Circus cinereus Vieillot, 1816",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Psophia dextralis,"Psophia dextralis Conover, 1934",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Psophia interjecta,"Psophia interjecta Griscom & Greenway, 1937",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Psophia obscura,"Psophia obscura Pelzeln, 1857",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Laterallus spilopterus,"Porzana spiloptera Durnford, 1877",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Charadrius wilsonia,"Charadrius wilsonia Ord, 1814",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Limnodromus griseus,"Limnodromus griseus (Gmelin, 1789)",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Calidris canutus,"Calidris canutus (Linnaeus, 1758)",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Calidris pusilla,"Calidris pusilla (Linnaeus, 1766)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Calidris subruficollis,"Calidris subruficollis (Vieillot, 1819)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Sterna dougallii,"Sterna dougallii Montagu, 1813",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Sterna hirundinacea,"Sterna hirundinacea Lesson, 1831",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Thalasseus maximus,"Thalasseus maximus (Boddaert, 1783)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Paraclaravis geoffroyi,"Claravis geoffroyi (Temminck, 1811)",CR(PE),Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Columbina cyanopis,"Columbina cyanopis (Pelzeln, 1870)",CR(PE),Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Neomorphus geoffroyi,"Neomorphus geoffroyi (Temminck, 1820)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Neomorphus geoffroyi amazonicus,"Neomorphus geoffroyi amazonicus Pinto, 1964",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Neomorphus geoffroyi dulcis,"Neomorphus geoffroyi dulcis Snethlage, 1927",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Neomorphus geoffroyi geoffroyi,"Neomorphus geoffroyi geoffroyi (Temminck, 1820)",CR(PE),Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Neomorphus squamiger,"Neomorphus squamiger Todd, 1925",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Pulsatrix perspicillata pulsatrix,"Pulsatrix perspicillata pulsatrix (Wied, 1820)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Strix huhula albomarginata,"Strix huhula albomarginata Spix, 1824",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Nyctibius aethereus aethereus,"Nyctibius aethereus aethereus (Wied, 1820)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Nyctibius leucopterus,"Nyctibius leucopterus (Wied, 1821)",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Hydropsalis candicans,"Hydropsalis candicans (Pelzeln, 1867)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Phaethornis aethopygus,"Phaethornis aethopygus Zimmer, 1950",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Phaethornis major,"Phaethornis bourcieri major Hinkelmann, 1989",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Phaethornis margarettae,"Phaethornis margarettae Ruschi, 1972",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Phaethornis margarettae camargoi,"Phaethornis margarettae camargoi (Grantsau, 1988)",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Discosura langsdorffi langsdorffi,"Discosura langsdorffi langsdorffi (Temminck, 1821)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Glaucis dohrnii,"Glaucis dohrnii (Bourcier & Mulsant, 1852)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Lophornis gouldii,"Lophornis gouldii (Lesson, 1832)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Thalurania watertonii,"Thalurania watertonii (Bourcier, 1847)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Augastes lumachella,"Augastes lumachella (Lesson, 1838)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Trogon collaris eytoni,"Trogon collaris eytoni Fraser, 1837",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Momotus momota marcgravianus,"Momotus momota marcgraviana Pinto & Camargo,1961",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Monasa morphoeus morphoeus,"Monasa morphoeus morphoeus (Hahn & Küster, 1823)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Capito dayi,"Capito dayi Cherrie, 1916",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Selenidera gouldii,"Selenidera gouldii baturitensis Pinto & Camargo, 1961",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Pteroglossus bitorquatus bitorquatus,"Pteroglossus bitorquatus bitorquatus Vigors, 1826",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Picumnus varzeae,"Picumnus varzeae Snethlage, 1912",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Piculus polyzonus,"Piculus polyzonus (Valenciennes, 1826)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Piculus paraensis,"Piculus paraensis Snethlage, 1907",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Celeus flavus subflavus,"Celeus flavus subflavus Sclater & Salvin, 1877",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Celeus obrieni,"Celeus obrieni Short, 1973",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Celeus torquatus pieteroyensi,"Celeus torquatus pieteroyensi Oren, 1992",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Celeus torquatus tinnunculus,"Celeus torquatus tinnunculus (Wagler, 1829)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Celeus galeatus,"Dryocopus galeatus (Temminck, 1822)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Anodorhynchus leari,"Anodorhynchus leari Bonaparte, 1856",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Cyanopsitta spixii,"Cyanopsitta spixii (Wagler, 1832)",CR(PEW),Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Guaruba guarouba,"Guaruba guarouba (Gmelin, 1788)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Aratinga solstitialis,"Aratinga solstitialis (Linnaeus, 1766)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Pyrrhura cruentata,"Pyrrhura cruentata (Wied, 1820)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Pyrrhura coerulescens,"Pyrrhura lepida (Wagler, 1832)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Pyrrhura coerulescens,"Pyrrhura lepida lepida (Wagler, 1832)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Pyrrhura griseipectus,"Pyrrhura griseipectus Salvadori, 1900",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Pyrrhura leucotis,"Pyrrhura leucotis (Kuhl, 1820)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Pyrrhura pfrimeri,"Pyrrhura pfrimeri Miranda-Ribeiro, 1920",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Touit melanonotus,"Touit melanonotus (Wied, 1820)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Touit surdus,"Touit surdus (Kuhl, 1820)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Pionus reichenowi,"Pionus reichenowi Heine, 1844",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Pyrilia vulturina,"Pyrilia vulturina (Kuhl, 1820)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Amazona pretrei,"Amazona pretrei (Temminck, 1830)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Amazona rhodocorytha,"Amazona rhodocorytha (Salvadori, 1890)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Amazona vinacea,"Amazona vinacea (Kuhl, 1820)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Dysithamnus plumbeus,"Dysithamnus plumbeus (Wied, 1831)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Myrmotherula fluminensis,"Myrmotherula fluminensis Gonzaga, 1988",CR(PE),Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Myrmotherula klagesi,"Myrmotherula klagesi Todd, 1927",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Myrmotherula minor,"Myrmotherula minor Salvadori, 1864",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Myrmotherula snowi,"Myrmotherula snowi Teixeira & Gonzaga, 1985",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Myrmotherula urosticta,"Myrmotherula urosticta (Sclater, 1857)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Formicivora erythronotos,"Formicivora erythronotos Hartlaub, 1852",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Formicivora grantsaui,"Formicivora grantsaui Gonzaga, Carvalhaes & Buzzetti,2007",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Formicivora littoralis,"Formicivora littoralis Gonzaga & Pacheco, 1990",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Formicivora paludicola,"Formicivora paludicola Buzzetti, Belmontes-Lopes, Reinert, Silveira & Bornschein, 2013",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Thamnomanes caesius caesius,"Thamnomanes caesius caesius (Temminck, 1820)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Herpsilochmus pileatus,"Herpsilochmus pileatus (Lichtenstein, 1823)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Thamnophilus aethiops distans,"Thamnophilus aethiops distans Pinto, 1954",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Thamnophilus caerulescens cearensis,"Thamnophilus caerulescens cearensis (Cory, 1919)",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Thamnophilus caerulescens pernambucensis,"Thamnophilus caerulescens pernambucensis Naumburg,1937",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Thamnophilus nigrocinereus tschudii,"Thamnophilus nigrocinereus tschudii Pelzeln, 1868",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Myrmoderus ruficauda,"Myrmoderus ruficaudus (Wied, 1831)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Rhopornis ardesiacus,"Rhopornis ardesiacus (Wied, 1831)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Cercomacra ferdinandi,"Cercomacra ferdinandi Snethlage, 1928",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Formicivora acutirostris,"Stymphalornis acutirostris Bornschein, Reinert & Teixeira, 1995",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Hypocnemis ochrogyna,"Hypocnemis ochrogyna Zimmer, 1932",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Pyriglena pernambucensis,"Pyriglena pernambucensis Zimmer, 1931",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Pyriglena atra,"Pyriglena atra (Swainson, 1825)",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Phlegopsis nigromaculata confinis,"Phlegopsis nigromaculata confinis Zimmer, 1932",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Phlegopsis nigromaculata paraensis,"Phlegopsis nigromaculata paraensis Hellmayr, 1904",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Rhegmatorhina gymnops,"Rhegmatorhina gymnops Ridgway, 1888",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Terenura sicki,"Terenura sicki Teixeira & Gonzaga, 1983",CR,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Conopophaga cearae,"Conopophaga lineata cearaeCory, 1916",EN,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
Conopophaga lineata lineata,"Conopophaga lineata lineata Wied, 1831",VU,Brazil,2014,"Portaria 444, de 17 de dezembro de 2014",https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=134520
