scientificNameCBRO2021,scientificNameOriginal,category,scale,year,source,link
Oxyruncus cristatus tocantinsi,Oxyruncus cristatus tocantinsi,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Arremonops conirostris,Arremonops conirostris,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Antilophia bokermanni,Antilophia bokermanni,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Lepidothrix iris,Lepidothrix iris,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Lepidothrix iris iris,Lepidothrix iris iris,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Lepidothrix vilasboasi,Lepidothrix vilasboasi,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Neopelma aurifrons,Neopelma aurifrons,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Calyptura cristata,Calyptura cristata,CR(PE),Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Platyrinchus leucoryphus,Platyrinchus leucoryphus,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Platyrinchus mystaceus niveigularis,Platyrinchus mystaceus niveigularis,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Eleoscytalopus psychopompus,Eleoscytalopuspsychopompus,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Merulaxis stresemanni,Merulaxis stresemanni,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Scytalopus diamantinensis,Scytalopusdiamantinensis,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Scytalopus gonzagai,Scytalopus gonzagai,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Scytalopus iraiensis,Scytalopus iraiensis,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Scytalopus novacapitalis,Scytalopusnovacapitalis,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Cnipodectes superrufus,Cnipodectessuperrufus,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Hemitriccus kaempferi,Hemitriccus kaempferi,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Hemitriccus mirandae,Hemitriccus mirandae,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Phylloscartes beckeri,Phylloscartes beckeri,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Phylloscartes ceciliae,Phylloscartes ceciliae,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Phylloscartes roquettei,Phylloscartes roquettei,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Poecilotriccus albifacies,Poecilotriccus albifacies,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Geositta poeciloptera,Geositta poeciloptera,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Sclerurus caudacutus caligineus,Sclerurus caudacutus caligineus,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Sclerurus caudacutus umbretta,Sclerurus caudacutus umbretta,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Sclerurus cearensis,Sclerurus cearensis,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Sclerurus macconnelli bahiae,Sclerurus macconnelli bahiae,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Clytoctantes atrogularis,Clytoctantesatrogularis,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Dysithamnus plumbeus,Dysithamnusplumbeus,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Epinecrophylla dentei,Epinecrophylladentei,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Formicivora acutirostris,Formicivoraacutirostris,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Formicivora erythronotos,Formicivora erythronotos,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Formicivora grantsaui,Formicivoragrantsaui,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Formicivora littoralis,Formicivoralittoralis,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Formicivora paludicola,Formicivorapaludicola,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Hypocnemis hypoxantha ochraceiventris,Hypocnemishypoxanthaochraceiventris,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Hypocnemis ochrogyna,Hypocnemisochrogyna,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Hypocnemis striata,Hypocnemis striata,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Myrmoderus ruficauda,Myrmoderus ruficauda,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Myrmotherula fluminensis,Myrmotherula fluminensis,CR(PE),Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Myrmotherula minor,Myrmotherula minor,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Myrmotherula oreni,Myrmotherula oreni,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Myrmotherula snowi,Myrmotherula snowi,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Myrmotherula urosticta,Myrmotherula urosticta,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Phlegopsis borbae,Phlegopsis borbae,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Phlegopsis nigromaculata confinis,Phlegopsis nigromaculata confinis,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Phlegopsis nigromaculata paraensis,Phlegopsis nigromaculata paraensis,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pyriglena atra,Pyriglena atra,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pyriglena pernambucensis,Pyriglena pernambucensis,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Rhegmatorhina gymnops,Rhegmatorhina gymnops,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Rhegmatorhina hoffmannsi,Rhegmatorhina hoffmannsi,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Rhopornis ardesiacus,Rhopornis ardesiacus,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Terenura sicki,Terenura sicki,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Thamnomanes caesius caesius,Thamnomanes caesius caesius,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Thamnophilus aethiops distans,Thamnophilusaethiops distans,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Thamnophilus caerulescens cearensis,Thamnophilus caerulescens cearensis,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Thamnophilus caerulescens pernambucensis,Thamnophiluscaerulescens pernambucensis,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Thamnophilus nigrocinereus huberi,Thamnophilusnigrocinereus huberi,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Thamnophilus nigrocinereus tschudii,Thamnophilusnigrocinereus tschudii,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Conothraupis mesoleuca,Conothraupis mesoleuca,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Coryphaspiza melanotis,Coryphaspiza melanotis,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Gubernatrix cristata,Gubernatrix cristata,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Nemosia rourei,Nemosia rourei,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Sporophila beltoni,Sporophila beltoni,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Sporophila falcirostris,Sporophilafalcirostris,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Sporophila frontalis,Sporophila frontalis,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Sporophila hypoxantha,Sporophilahypoxantha,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Sporophila maximiliani,Sporophila maximiliani,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Sporophila melanogaster,Sporophila melanogaster,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Sporophila nigrorufa,Sporophilanigrorufa,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Sporophila palustris,Sporophila palustris,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Sporophila ruficollis,Sporophila ruficollis,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Tangara cyanocephala cearensis,Tangara cyanocephala cearensis,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Tangara fastuosa,Tangara fastuosa,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Tangara velia signata,Tangara velia signata,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Iodopleura pipra,Iodopleura pipra,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Iodopleura pipra leucopygia,Iodopleura pipra leucopygia,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Iodopleura pipra pipra,Iodopleura pipra pipra,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Laniisoma elegans,Laniisoma elegans,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Schiffornis turdina intermedia,Schiffornis turdina intermedia,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Cyphorhinus griseolateralis,Cyphorhinusgriseolateralis,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Cichlopsis leucogenys,Cichlopsisleucogenys,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Alectrurus tricolor,Alectrurus tricolor,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Attila spadiceus uropygiatus,Attila spadiceus uropygiatus,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Contopus nigrescens,Contopus nigrescens,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Elaenia ridleyana,Elaenia ridleyana,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Knipolegus franciscanus,Knipolegus franciscanus,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Phyllomyias reiseri,Phyllomyias reiseri,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Serpophaga hypoleuca pallida,Serpophaga hypoleuca pallida,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Stigmatura napensis napensis,Stigmatura napensis napensis,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Heteroxolmis dominicanus,Xolmis dominicanus,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Vireo gracilirostris,Vireo gracilirostris,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Xenops minutus alagoanus,Xenops minutus alagoanus,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Tigrisoma fasciatum,Tigrisoma fasciatum,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Phaethon aethereus,Phaethon aethereus,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Phaethon lepturus,Phaethon lepturus,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Capito dayi,Capito dayi,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Celeus flavus subflavus,Celeus flavus subflavus,CR,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Celeus galeatus,Celeus galeatus,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Celeus obrieni,Celeus obrieni,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Celeus torquatus pieteroyensi,Celeus torquatus pieteroyensi,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Celeus torquatus tinnunculus,Celeus torquatus tinnunculus,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Piculus paraensis,Piculus paraensis,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Piculus polyzonus,Piculus polyzonus,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Pteroglossus bitorquatus bitorquatus,Pteroglossus bitorquatus bitorquatus,VU,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
Selenidera gouldii,Selenideragouldii baturitensis,EN,Brazil,2022,"PORTARIA GM/MMA Nº 300, DE 13 DE DEZEMBRO DE 2022",https://www.in.gov.br/en/web/dou/-/portaria-gm/mma-n-300-de-13-de-dezembro-de-2022-450425464
